Código Candidato,Data de nascimento,Série,Unidade,Data de Inscrição,Data da matrícula,Tipo,Bolsa (%),Real Anuidade,Diferença
CL12322,17/10/2016,2º ano,Jaraguá,2025-01-15,2025-01-24,Matrícula nova,"54,90%",11.549,9
CL12357,12/01/2012,8º ano,Jaraguá,2024-11-02,2024-11-09,Matrícula nova,"50,00%",14.663,7
CL12362,17/03/2010,1ª série,Jaraguá,2024-09-10,2024-09-29,Matrícula nova,"47,00%",16.898,19
CL12406,13/05/2008,1ª série,Mais Cidade Nova,2024-11-04,2024-11-22,Matrícula nova,"64,50%",16.832,18
CL12411,26/05/2017,3º ano bilíngue,Mais Buritis,2024-10-04,2024-10-08,Matrícula nova,"63,00%",20.924,4
CL12428,16/02/2009,1ª série,Mais Belvedere,2024-12-14,2025-01-22,Matrícula nova,"50,00%",23.608,39
CL12441,2/11/2012,7º ano,Mais Cidade Nova,2024-11-18,2024-11-26,Matrícula nova,"65,00%",16.022,8
CL12442,27/2/2017,3º ano,Santa Amélia,2024-09-07,2024-10-10,Matrícula nova,"48,00%",14.152,33
CL1246,18/11/2009,1ª série,Carlos Prates,2024-08-13,2024-08-24,Matrícula nova,"51,00%",13.223,11
CL12462,05/09/2008,2ª série,Nova Suíça,2024-10-06,2024-10-23,Matrícula nova,"42,00%",22.268,17
CL12464,1/8/2008,2ª série,Alípio de Melo,2024-12-02,2024-12-16,Matrícula nova,"60,00%",12.939,14
CL12469,20/11/2017,2º ano,Castelo Manacás,2024-09-20,2025-01-20,Matrícula nova,"55,00%",10.926,122
CL12480,11/08/2008,2ª série,Mais Buritis,2024-10-30,2024-11-29,Matrícula nova,"70,00%",12.095,30
CL1249,24/10/2013,6º ano,Carlos Prates,2024-12-13,2024-12-14,Matrícula nova,"54,90%",13.327,1
CL12497,26/07/2018,1º ano,Conceição do Mato Dentro,2024-09-10,2025-01-14,Matrícula nova,"50,00%",16.387,126
CL12503,06/06/2018,1º ano,Lagoa Santa,2024-09-27,2025-01-15,Matrícula nova,"50,00%",11.14,110
CL12520,13/03/2019,1º ano,Jaraguá,2024-08-28,2024-09-11,Matrícula nova,"45,00%",13.733,14
CL12524,30/09/2009,1ª série,Santa Amélia,2024-08-24,2024-09-21,Matrícula nova,"50,00%",17.827,28
CL12526,25/11/2019,Infantil 5,Conceição do Mato Dentro,2024-12-11,2024-12-12,Matrícula nova,"75,00%",14.859,1
CL12529,14/09/2017,2º ano bilíngue,Mais Cidade Nova,2024-09-23,2024-10-07,Matrícula nova,"73,00%",15.239,14
CL12531,11/02/2022,Infantil 3,Castelo,2024-08-21,2024-08-21,Matrícula nova,"40,00%",13.916,0
CL12540,26/02/2023,Infantil 2,Ouro Preto,2025-01-07,2025-01-11,Matrícula nova,"62,00%",9.857,4
CL12550,30/10/2023,Infantil 2,Ouro Preto,2024-12-03,2024-12-03,Matrícula nova,"100,00%",2.02,0
CL12564,22/11/2019,Infantil 5,Castelo Manacás,2024-08-14,2024-10-19,Matrícula nova,"45,00%",12.36,66
CL12575,01/09/2014,5º ano,Lagoa Santa,2024-08-19,2024-08-24,Matrícula nova,"51,00%",12.942,5
CL1261,18/03/2008,3ª série,Santa Amélia,2025-01-06,2025-01-14,Matrícula nova,"61,00%",15.786,8
CL12618,21/06/2014,6º ano,Lagoa Santa,2024-08-13,2024-09-06,Matrícula nova,"50,00%",15.389,24
CL12650,25/09/2014,5º ano bilíngue,Carajás,2025-01-21,2025-01-21,Matrícula nova,"100,00%",29.707,0
CL12652,04/10/2010,8º ano,Ouro Preto,2025-01-22,2025-01-22,Matrícula nova,"35,00%",21.382,0
CL12653,12/10/2013,6º ano,Jardim Canadá,2024-09-11,2024-11-14,Matrícula nova,"50,40%",16.626,64
CL12665,20/12/2018,1º ano,Carlos Prates,2024-10-18,2024-10-19,Matrícula nova,"55,00%",10.926,1
CL12694,27/02/2016,4º ano,Lagoa Santa,2024-11-06,2024-11-09,Matrícula nova,"52,00%",12.112,3
CL12698,26/03/2022,Infantil 3 bilíngue,Mais Buritis,2024-08-13,2024-10-10,Matrícula nova,"65,00%",18.143,58
CL12711,16/07/2014,5º ano,Jaraguá,2024-10-19,2024-11-08,Matrícula nova,"50,00%",12.429,20
CL12714,03/07/2018,1º ano,Conceição do Mato Dentro,2024-08-14,2024-11-29,Matrícula nova,"50,00%",16.387,107
CL1274,20/7/2009,1ª série,Carlos Prates,2024-12-11,2024-12-14,Matrícula nova,"60,00%",13.456,3
CL12741,13/3/2012,8º ano,Ouro Preto,2024-09-30,2024-10-25,Matrícula nova,"28,00%",24.452,25
CL12742,11/12/2013,6º ano,Alípio de Melo,2024-10-25,2024-11-11,Matrícula nova,"60,00%",11.536,17
CL12745,08/09/2015,4º ano bilíngue,Carajás,2024-12-20,2024-12-30,Matrícula nova,"100,00%",32.408,10
CL12764,02/04/2014,6º ano,Lagoa Santa,2024-11-27,2025-01-10,Matrícula nova,"49,00%",15.649,44
CL12786,17/5/2018,1º ano bilíngue,Mais Buritis,2024-12-06,2024-12-14,Matrícula nova,"65,00%",19.49,8
CL1280,07/06/2017,2º ano bilíngue,Mais Cidade Nova,2024-08-14,2024-10-24,Matrícula nova,"69,00%",18.133,71
CL12805,01/10/2014,5º ano,Jaraguá,2025-01-27,2025-01-29,Matrícula nova,"52,00%",12.685,2
CL12808,12/03/2019,1º ano,Carlos Prates,2024-09-20,2024-09-21,Matrícula nova,"48,00%",12.67,1
CL12828,26/11/2022,Infantil 2 bilíngue,Mais Belvedere,2025-02-03,2025-02-04,Matrícula nova,"67,80%",15.827,1
CL12838,30/10/2011,8º ano,Jaraguá,2025-01-08,2025-01-08,Matrícula nova,"47,00%",15.444,0
CL12866,24/8/2013,6º ano,Santa Amélia,2024-10-28,2024-11-23,Matrícula nova,"48,00%",16.001,26
CL12868,27/08/2015,4º ano bilíngue,Mais Pampulha,2024-12-16,2025-01-11,Matrícula nova,"70,00%",17.262,26
CL12871,21/12/2014,5º ano,Gutierrez,2024-10-30,2024-12-02,Matrícula nova,"50,00%",14.489,33
CL12889,08/05/2008,2ª série,Ouro Preto,2024-09-03,2024-09-30,Matrícula nova,"38,00%",23.15,27
CL12905,20/10/2007,3ª série,Mais Buritis,2024-09-23,2024-11-09,Matrícula nova,"50,00%",22.426,47
CL12915,15/10/2020,Infantil 4,Gutierrez,2024-08-19,2024-09-06,Matrícula nova,"40,00%",15.815,18
CL12924,10/3/2012,8º ano,Carlos Prates,2024-08-25,2024-10-24,Matrícula nova,"45,00%",16.597,60
CL12961,13/04/2008,2ª série,Lagoa Santa,2024-11-19,2025-01-15,Matrícula nova,"38,30%",19.836,57
CL12970,30/10/2015,4º ano,Carlos Prates,2024-07-22,2024-08-30,Matrícula nova,"53,00%",11.768,39
CL12972,20/7/2008,1ª série,Ouro Preto,2024-11-21,2024-11-23,Matrícula nova,"30,00%",26.431,2
CL12998,28/03/2008,3ª série,Santa Amélia,2024-09-17,2025-01-23,Matrícula nova,"50,00%",18.608,128
CL13005,16/03/2014,6º ano,Alípio de Melo,2024-08-15,2024-11-05,Matrícula nova,"51,00%",15.044,82
CL13044,20/11/2007,3ª série,Ouro Preto,2025-01-03,2025-02-01,Matrícula nova,"38,00%",25.578,29
CL1310,09/09/2020,Infantil 4 bilíngue,Carajás,2025-01-16,2025-01-16,Matrícula nova,"100,00%",0.0,0
CL13147,27/01/2009,2ª série,Lagoa Santa,2024-08-15,2024-12-17,Matrícula nova,"50,00%",16.994,124
CL13159,05/06/2013,6º ano,Nova Suíça,2024-08-13,2024-08-30,Matrícula nova,"53,00%",16.664,17
CL13229,25/05/2012,8º ano,Santa Amélia,2024-08-31,2025-01-24,Matrícula nova,"58,30%",13.322,146
CL13232,11/02/2017,3º ano,Santa Amélia,2024-08-19,2024-08-28,Matrícula nova,"54,00%",12.762,9
CL13234,15/09/2018,1º ano,Nova Suíça,2024-08-27,2024-10-08,Matrícula nova,"39,10%",17.707,42
CL13237,13/01/2012,8º ano,Jaraguá,2024-10-25,2024-11-09,Matrícula nova,"50,00%",14.663,15
CL1329,01/01/2010,1ª série,Ouro Preto,2024-10-09,2024-11-09,Matrícula nova,"43,00%",21.479,31
CL13305,11/09/1998,1º ano,Alípio de Melo,2024-09-03,2024-09-09,Matrícula nova,"43,00%",14.575,6
CL13307,21/02/2019,1º ano,Santa Amélia,2024-11-25,2025-01-10,Matrícula nova,"60,00%",10.951,46
CL13330,30/04/2010,1ª série,Lagoa Santa,2024-08-24,2024-12-13,Matrícula nova,"55,00%",15.556,111
CL13364,26/9/2021,Infantil 3 bilíngue,Carajás,2024-12-23,2024-12-27,Matrícula nova,"100,00%",15.966,4
CL13374,19/01/2013,6º ano,Carajás,2025-01-22,2025-01-22,Matrícula nova,"100,00%",21.475,0
CL13403,09/10/2005,2ª série,Jaraguá,2024-09-18,2024-10-07,Matrícula nova,"54,80%",15.525,19
CL13409,26/02/2010,1ª série,Alípio de Melo,2024-12-11,2025-01-11,Matrícula nova,"57,00%",14.051,31
CL13415,13/05/2022,Infantil 2,Carlos Prates,2024-10-28,2024-11-09,Matrícula nova,"66,00%",7.91,12
CL13473,09/07/2010,9º ano,Ouro Preto,2024-12-30,2025-01-13,Matrícula nova,"65,00%",13.295,14
CL13486,12/07/2013,6º ano,Gutierrez,2024-08-13,2024-11-28,Matrícula nova,"60,00%",14.044,107
CL13503,07/06/2007,3ª série,Mais Cidade Nova,2024-11-05,2024-11-28,Matrícula nova,"71,00%",16.194,23
CL13509,3/6/2010,1ª série,Santa Amélia,2024-11-21,2025-01-03,Matrícula nova,"55,00%",15.633,43
CL13570,12/02/2019,1º ano,Jardim Canadá,2024-08-16,2024-09-03,Matrícula nova,"50,00%",14.556,18
CL13576,4/10/2009,1ª série,Santa Amélia,2024-10-17,2024-12-27,Matrícula nova,"57,00%",15.029,71
CL13588,06/07/2014,5º ano bilíngue,Mais Buritis,2024-11-26,2025-01-30,Matrícula nova,"70,00%",16.13,65
CL13591,2/1/1900,1ª série,Gutierrez,2024-12-02,2024-12-17,Matrícula nova,"50,00%",18.72,15
CL13634,01/03/2016,4º ano,Ouro Preto,2024-08-20,2024-08-29,Matrícula nova,"37,00%",18.044,9
CL13635,19/09/2018,1º ano,Carlos Prates,2025-01-20,2025-02-03,Matrícula nova,"67,90%",7.02,14
CL13645,08/10/2016,3º ano,Santa Amélia,2024-09-16,2024-09-21,Matrícula nova,"49,00%",13.92,5
CL13653,25/07/2018,1º ano,Castelo Manacás,2024-11-21,2024-11-29,Matrícula nova,"45,00%",13.733,8
CL13654,1/5/2011,9º ano,Ouro Preto,2024-09-02,2024-10-07,Matrícula nova,"40,00%",20.011,35
CL1366,8/8/2014,5º ano,Nova Suíça,2024-12-02,2024-12-19,Matrícula nova,"53,00%",13.385,17
CL13671,23/03/2010,1ª série,Carlos Prates,2025-01-29,2025-01-31,Matrícula nova,"65,50%",9.82,2
CL13691,05/01/2021,Infantil 4 bilíngue,Carajás,2025-01-09,2025-01-09,Matrícula nova,"100,00%",16.976,0
CL13692,30/06/2015,4º ano,Alípio de Melo,2024-11-12,2024-11-25,Matrícula nova,"55,00%",11.126,13
CL13693,02/05/2022,Infantil 2,Ouro Preto,2024-10-28,2024-11-14,Matrícula nova,"45,00%",14.24,17
CL13696,17/12/2008,2ª série,Carlos Prates,2024-10-27,2024-11-09,Matrícula nova,"60,00%",13.198,13
CL13710,14/08/2020,Infantil 4 bilíngue,Carajás,2025-01-09,2025-01-09,Matrícula nova,"100,00%",16.976,0
CL13717,21/07/2016,3º ano,Alípio de Melo,2025-01-15,2025-01-16,Matrícula nova,"60,00%",8.821,1
CL13718,31/08/2023,Infantil 2,Ouro Preto,2025-01-28,2025-01-30,Matrícula nova,"55,00%",10.908,2
CL13721,29/3/2017,Infantil 5,Mais Belvedere,2024-10-18,2024-09-18,Matrícula nova,"56,40%",24.967,-30
CL13757,7/12/2022,Infantil 2 bilíngue,Mais Pampulha,2024-10-21,2024-11-01,Matrícula nova,"67,90%",16.663,11
CL1376,29/11/2016,3º ano,Alípio de Melo,2024-11-06,2024-11-14,Matrícula nova,"50,00%",12.029,8
CL13775,4/7/2011,8º ano,Ouro Preto,2024-09-19,2024-12-11,Matrícula nova,"50,00%",17.27,83
CL13809,5/5/2014,6º ano,Lagoa Santa,2024-08-25,2024-10-14,Matrícula nova,"47,00%",15.697,50
CL13816,04/02/2018,2º ano bilíngue,Mais Buritis,2024-08-25,2024-09-25,Matrícula nova,"59,20%",22.796,31
CL13855,11/05/2022,Infantil 2,Ouro Preto,2024-09-04,2024-10-04,Matrícula nova,"47,00%",13.796,30
CL13883,27/01/2016,4º ano,Lagoa Santa,2024-11-14,2025-01-14,Matrícula nova,"50,00%",12.659,61
CL1391,18/1/2008,3ª série,Mais Buritis,2024-09-10,2025-01-08,Matrícula nova,"59,00%",19.154,120
CL13916,29/10/2017,2º ano,Alípio de Melo,2024-10-29,2024-11-21,Matrícula nova,"65,00%",8.721,23
CL13918,15/10/2012,7º ano,Carlos Prates,2024-09-12,2025-02-03,Matrícula nova,"100,00%",0.0,144
CL13953,12/07/2007,3ª série,Santa Amélia,2024-10-07,2024-12-20,Matrícula nova,"62,00%",16.065,74
CL13984,8/7/2007,3ª série,Ouro Preto,2024-11-17,2024-11-23,Matrícula nova,"22,00%",32.935,6
CL13994,17/04/2016,4º ano bilíngue,Carajás,2025-01-16,2025-01-16,Matrícula nova,"100,00%",0.0,0
CL14014,26/11/2019,6º ano,Alípio de Melo,2024-10-22,2024-11-23,Matrícula nova,"60,00%",12.007,32
CL14043,31/08/2015,4º ano,Santa Amélia,2024-09-11,2024-10-03,Matrícula nova,"53,00%",12.362,22
CL1410,31/07/2012,7º ano,Conceição do Mato Dentro,2025-01-15,2025-01-16,Matrícula nova,"50,00%",19.155,1
CL1412,12/08/2020,Infantil 4,Conceição do Mato Dentro,2025-01-15,2025-01-16,Matrícula nova,"50,00%",15.176,1
CL14132,01/05/2017,2º ano,Conceição do Mato Dentro,2025-01-16,2025-01-31,Matrícula nova,"50,00%",8.193,15
CL14133,1/5/2018,1º ano,Jardim Canadá,2024-09-19,2025-01-02,Matrícula nova,"61,30%",11.453,105
CL14141,18/10/2020,Infantil 4,Carlos Prates,2025-01-10,2025-01-11,Matrícula nova,"48,00%",12.248,1
CL14147,15/2/2021,Infantil 4 bilíngue,Carajás,2024-12-26,2024-12-26,Matrícula nova,"100,00%",16.976,0
CL14154,05/02/2023,Infantil 2,Lagoa Santa,2024-08-13,2024-08-28,Matrícula nova,"50,00%",12.024,15
CL14163,24/12/2007,3ª série,Lagoa Santa,2025-01-27,2025-01-30,Matrícula nova,"61,40%",14.046,3
CL14164,09/12/2022,Infantil 2,Nova Suíça,2025-01-09,2025-01-24,Matrícula nova,"63,60%",10.413,15
CL14189,29/12/2008,2ª série,Mais Buritis,2024-08-31,2024-11-04,Matrícula nova,"58,00%",15.879,65
CL14192,12/10/2018,1º ano bilíngue,Mais Belvedere,2024-08-21,2024-08-30,Matrícula nova,"58,50%",24.372,9
CL14194,12/8/2018,1º ano,Lagoa Santa,2024-08-22,2024-08-22,Matrícula nova,"50,70%",13.009,0
CL14203,03/02/2018,2º ano bilíngue,Carajás,2025-01-14,2025-01-14,Matrícula nova,"100,00%",32.408,0
CL14204,26/7/2012,7º ano,Santa Amélia,2024-09-14,2024-10-28,Matrícula nova,"53,00%",14.764,44
CL14219,08/01/2013,7º ano,Jardim Canadá,2024-09-10,2024-10-22,Matrícula nova,"50,00%",17.015,42
CL14225,22/06/2017,2º ano,Ouro Preto,2024-09-16,2024-10-19,Matrícula nova,"48,60%",14.832,33
CL14232,26/12/2011,8º ano,Ouro Preto,2024-10-08,2024-11-09,Matrícula nova,"50,00%",16.776,32
CL14237,8/11/2007,3ª série,Gutierrez,2024-09-16,2024-11-16,Matrícula nova,"45,00%",25.919,61
CL14251,16/08/2009,1ª série,Santa Amélia,2025-01-15,2025-01-23,Matrícula nova,"50,00%",17.827,8
CL14262,11/2/2009,2ª série,Mais Buritis,2024-10-31,2024-11-25,Matrícula nova,"50,00%",19.228,25
CL1427,13/10/2010,9º ano,Lagoa Santa,2024-11-20,2025-02-03,Matrícula nova,"58,00%",13.43,75
CL14276,07/02/2018,2ª série,Ouro Preto,2025-01-13,2025-01-13,Matrícula nova,"45,00%",20.507,0
CL14286,3/10/2018,1º ano,Conceição do Mato Dentro,2024-11-19,2024-11-26,Matrícula nova,"50,00%",16.387,7
CL14300,21/08/2011,8º ano,Ouro Preto,2024-11-12,2025-01-02,Matrícula nova,"50,00%",15.077,51
CL14311,03/03/2017,3º ano,Gutierrez,2024-08-24,2024-08-24,Matrícula nova,"40,00%",17.019,0
CL14342,1/2/2014,5º ano,Alípio de Melo,2024-09-02,2024-10-18,Matrícula nova,"58,00%",10.465,46
CL14368,13/08/2014,5º ano bilíngue,Mais Cidade Nova,2025-01-16,2025-01-16,Matrícula nova,"81,00%",10.807,0
CL14375,14/02/2009,1ª série,Mais Buritis,2025-01-16,2025-02-01,Matrícula nova,"62,00%",14.142,16
CL1439,11/05/2009,1ª série,Lagoa Santa,2024-12-13,2024-12-26,Matrícula nova,"72,70%",10.458,13
CL14429,20/01/2016,4º ano,Santa Amélia,2025-01-16,2025-01-22,Matrícula nova,"54,30%",12.166,6
CL14430,27/12/2020,Infantil 4,Castelo Manacás,2024-10-22,2024-10-24,Matrícula nova,"50,00%",11.902,2
CL14438,24/07/2019,Infantil 5 bilíngue,Mais Buritis,2024-08-22,2024-08-25,Matrícula nova,"68,00%",15.901,3
CL1445,09/03/2011,8º ano,Ouro Preto,2024-08-14,2025-01-30,Matrícula nova,"50,00%",16.447,169
CL14456,02/01/2017,3º ano,Santa Amélia,2024-09-05,2024-09-21,Matrícula nova,"52,50%",12.688,16
CL14497,17/01/2015,5º ano,Lagoa Santa,2024-08-16,2024-09-03,Matrícula nova,"45,00%",14.279,18
CL14532,25/11/2009,1ª série,Carlos Prates,2024-12-10,2024-12-17,Matrícula nova,"63,00%",12.343,7
CL14566,31/5/2009,1ª série,Carlos Prates,2024-09-28,2024-12-16,Matrícula nova,"53,50%",14.789,79
CL1461,17/07/2018,1º ano,Lagoa Santa,2024-12-11,2024-12-18,Matrícula nova,"58,80%",10.698,7
CL14620,12/12/2018,1º ano bilíngue,Mais Cidade Nova,2024-08-21,2024-09-10,Matrícula nova,"63,00%",21.57,20
CL14641,14/04/2022,Infantil 2,Castelo,2024-09-13,2024-09-25,Matrícula nova,"55,00%",10.346,12
CL14642,09/09/2019,Infantil 5,Castelo,2025-01-06,2025-01-20,Matrícula nova,"50,00%",10.987,14
CL14661,8/6/2012,8º ano,Jaraguá,2024-09-13,2024-12-18,Matrícula nova,"45,00%",16.082,96
CL14669,27/01/2013,7º ano,Lagoa Santa,2024-10-28,2024-11-09,Matrícula nova,"60,00%",12.075,12
CL14670,09/05/2018,1º ano bilíngue,Mais Cidade Nova,2024-08-13,2024-09-13,Matrícula nova,"70,00%",17.183,31
CL14679,27/05/2013,7º ano,Mais Cidade Nova,2024-11-11,2025-01-17,Matrícula nova,"70,00%",12.921,67
CL14730,23/04/2015,4º ano,Lagoa Santa,2024-09-20,2025-02-04,Matrícula nova,"56,10%",11.909,137
CL14749,09/05/2014,6º ano,Santa Amélia,2024-11-04,2024-11-09,Matrícula nova,"45,00%",16.199,5
CL14759,28/06/2021,Infantil 3,Lagoa Santa,2024-12-13,2025-01-19,Matrícula nova,"61,70%",8.349,37
CL14762,19/06/2016,4º ano,Carlos Prates,2025-01-09,2025-01-11,Matrícula nova,"55,00%",11.327,2
CL14768,14/01/2016,4º ano,Nova Suíça,2024-11-02,2024-11-09,Matrícula nova,"51,80%",13.804,7
CL14790,21/8/2011,8º ano,Ouro Preto,2024-11-12,2025-01-02,Matrícula nova,"50,00%",15.077,51
CL14797,31/5/2011,9º ano,Santa Amélia,2024-09-01,2024-11-01,Matrícula nova,"49,00%",15.605,61
CL14812,3/10/2009,1ª série,Mais Cidade Nova,2024-10-18,2024-12-14,Matrícula nova,"65,00%",17.386,57
CL14826,12/01/2022,Infantil 3,Jaraguá,2024-10-02,2025-01-28,Matrícula nova,"55,00%",9.842,118
CL14833,18/02/2014,6º ano,Alípio de Melo,2024-08-30,2025-01-30,Matrícula nova,"70,00%",7.769,153
CL14834,26/07/2012,7º ano,Ouro Preto,2024-08-21,2024-10-10,Matrícula nova,"55,00%",16.31,50
CL14841,18/7/2013,6º ano,Lagoa Santa,2024-11-08,2024-11-19,Matrícula nova,"45,00%",16.691,11
CL14845,30/10/2009,1ª série,Carajás,2025-01-13,2025-01-17,Matrícula nova,"100,00%",0.0,4
CL14857,26/02/2012,8º ano,Mais Pampulha,2024-12-30,2024-12-30,Matrícula nova,"52,00%",20.007,0
CL14868,08/10/2013,Infantil 5,Santa Amélia,2024-08-29,2024-09-04,Matrícula nova,"50,00%",11.847,6
CL14876,09/12/2017,2º ano,Lagoa Santa,2024-11-11,2024-11-23,Matrícula nova,"47,00%",13.833,12
CL14899,19/01/2016,4º ano,Lagoa Santa,2024-12-26,2024-12-27,Matrícula nova,"47,00%",13.327,1
CL14926,26/09/2016,3º ano,Santa Amélia,2024-09-02,2024-10-09,Matrícula nova,"53,00%",12.783,37
CL14953,10/06/2018,1º ano,Conceição do Mato Dentro,2024-11-26,2024-11-27,Matrícula nova,"50,00%",16.387,1
CL14962,30/12/2007,3ª série,Santa Amélia,2025-01-26,2025-02-04,Matrícula nova,"60,00%",13.834,9
CL14964,02/12/2024,1º ano bilíngue,Mais Cidade Nova,2024-12-03,2024-12-03,Matrícula nova,"70,00%",17.183,0
CL14966,16/05/2022,Infantil 2,Castelo Manacás,2024-10-19,2024-10-28,Matrícula nova,"60,00%",9.339,9
CL15008,13/4/2018,1º ano,Conceição do Mato Dentro,2024-11-11,2024-11-13,Matrícula nova,"100,00%",11.471,2
CL15023,13/05/2014,6º ano,Carlos Prates,2024-12-06,2024-12-10,Matrícula nova,"51,00%",15.044,4
CL15053,15/12/2009,1ª série,Mais Belvedere,2024-08-29,2025-01-03,Matrícula nova,"45,70%",20.675,127
CL1506,11/2/2010,1ª série,Santa Amélia,2024-10-27,2024-11-29,Matrícula nova,"54,20%",15.874,33
CL15063,16/08/2018,1º ano,Castelo Manacás,2024-11-12,2024-11-13,Matrícula nova,"60,00%",10.024,1
CL15098,02/02/2023,Infantil 2,Castelo,2025-01-16,2025-01-17,Matrícula nova,"50,00%",11.536,1
CL15103,27/06/2018,1º ano,Alípio de Melo,2024-08-13,2024-09-02,Matrícula nova,"50,00%",12.429,20
CL15112,06/09/2020,Infantil 4,Ouro Preto,2025-01-21,2025-01-23,Matrícula nova,"50,00%",12.12,2
CL15116,26/04/2018,1º ano,Castelo,2024-10-16,2024-10-29,Matrícula nova,"62,50%",9.573,13
CL15136,07/03/2020,Infantil 5,Jaraguá,2025-01-12,2025-01-27,Matrícula nova,"60,00%",8.749,15
CL15139,14/02/2017,3º ano,Santa Amélia,2024-08-14,2024-11-23,Matrícula nova,"60,00%",10.74,101
CL15156,4/5/2020,Infantil 4,Conceição do Mato Dentro,2024-08-30,2024-12-19,Matrícula nova,"50,00%",15.176,111
CL15165,15/03/2022,Infantil 3,Lagoa Santa,2024-10-16,2025-01-14,Matrícula nova,"60,00%",9.25,90
CL15188,02/10/2020,Infantil 4,Conceição do Mato Dentro,2024-11-14,2024-11-14,Matrícula nova,"100,00%",10.623,0
CL15198,16/02/2021,Infantil 3 bilíngue,Mais Cidade Nova,2024-11-22,2025-01-02,Matrícula nova,"74,50%",12.882,41
CL15203,23/9/2019,Infantil 5,Jardim Canadá,2024-10-28,2024-11-11,Matrícula nova,"59,00%",10.738,14
CL15209,18/09/2018,1º ano,Carlos Prates,2024-08-14,2024-08-30,Matrícula nova,"56,00%",11.708,16
CL15218,20/12/2013,6º ano,Ouro Preto,2024-11-27,2024-11-30,Matrícula nova,"55,00%",15.625,3
CL15223,16/2/2011,9º ano,Jaraguá,2024-12-06,2024-12-17,Matrícula nova,"50,00%",14.663,11
CL15240,02/04/2019,1º ano,Castelo,2024-08-19,2024-09-17,Matrícula nova,"42,00%",14.795,29
CL15246,22/12/2022,Infantil 2 bilíngue,Carajás,2025-01-23,2025-01-23,Matrícula nova,"100,00%",14.635,0
CL15250,13/2/2009,2ª série,Santa Amélia,2024-09-09,2024-10-01,Matrícula nova,"50,00%",17.827,22
CL15276,04/01/2018,2º ano,Ouro Preto,2024-09-14,2024-09-27,Matrícula nova,"43,00%",16.97,13
CL15278,12/8/2020,Infantil 4 bilíngue,Carajás,2024-12-26,2025-01-28,Matrícula nova,"100,00%",16.976,33
CL15279,22/01/2022,Infantil 3 bilíngue,Mais Cidade Nova,2024-11-25,2024-12-09,Matrícula nova,"75,00%",13.312,14
CL15294,24/06/2016,3º ano,Castelo,2024-11-21,2024-12-13,Matrícula nova,"61,50%",8.891,22
CL15306,19/1/2018,2º ano,Alípio de Melo,2024-10-19,2024-10-22,Matrícula nova,"57,00%",11.086,3
CL15316,3/8/2018,1º ano,Lagoa Santa,2024-10-02,2024-11-16,Matrícula nova,"56,00%",11.119,45
CL15321,17/09/2015,4º ano,Alípio de Melo,2024-08-14,2024-10-04,Matrícula nova,"65,00%",8.788,51
CL15326,15/03/2019,1º ano,Jaraguá,2024-08-13,2024-08-26,Matrícula nova,"48,00%",13.272,13
CL15333,17/08/2018,1º ano,Gutierrez,2024-11-18,2024-12-09,Matrícula nova,"61,00%",11.706,21
CL15339,27/2/2018,2º ano bilíngue,Mais Buritis,2024-12-13,2024-12-16,Matrícula nova,"60,00%",22.402,3
CL15354,08/12/2019,Infantil 5 bilíngue,Mais Buritis,2025-01-20,2025-01-29,Matrícula nova,"72,00%",12.557,9
CL15361,22/03/2016,4º ano,Carlos Prates,2024-09-23,2024-11-09,Matrícula nova,"56,00%",11.708,47
CL15365,12/12/2014,5º ano,Castelo,2024-10-09,2024-12-20,Matrícula nova,"60,00%",9.222,72
CL15377,01/01/2018,1º ano bilíngue,Mais Pampulha,2025-01-10,2025-01-21,Matrícula nova,"63,00%",20.76,11
CL15380,21/02/2020,Infantil 5,Castelo Manacás,2024-12-16,2024-12-18,Matrícula nova,"45,40%",12.829,2
CL15391,07/09/2013,5º ano bilíngue,Mais Cidade Nova,2025-01-13,2025-01-15,Matrícula nova,"50,00%",27.132,2
CL15428,21/05/2020,Infantil 4,Alípio de Melo,2025-01-15,2025-01-16,Matrícula nova,"65,00%",7.017,1
CL15484,15/05/2010,9º ano,Gutierrez,2025-01-09,2025-01-11,Matrícula nova,"55,00%",15.26,2
CL1553,14/05/2021,Infantil 3,Carlos Prates,2024-11-06,2024-11-13,Matrícula nova,"67,00%",7.527,7
CL15545,06/07/2015,4º ano,Conceição do Mato Dentro,2024-12-11,2024-12-12,Matrícula nova,"75,00%",16.387,1
CL15546,26/08/2013,6º ano,Jardim Canadá,2024-09-12,2024-10-08,Matrícula nova,"50,00%",17.015,26
CL15553,20/06/2018,1º ano,Castelo,2025-01-09,2025-01-14,Matrícula nova,"67,00%",8.119,5
CL15562,10/1/2009,2ª série,Mais Cidade Nova,2024-11-12,2024-11-26,Matrícula nova,"70,00%",14.736,14
CL15564,13/12/2021,Infantil 3,Castelo Manacás,2024-08-23,2024-09-10,Matrícula nova,"53,60%",10.628,18
CL15565,19/03/2020,Infantil 5,Castelo,2024-09-10,2024-12-11,Matrícula nova,"63,00%",8.551,92
CL15572,21/07/2009,1ª série,Carlos Prates,2024-10-20,2024-11-23,Matrícula nova,"65,00%",12.033,34
CL15575,24/06/2022,Infantil 2,Jaraguá,2024-10-31,2025-02-03,Matrícula nova,"56,00%",8.822,95
CL15620,27/12/2021,Infantil 3 bilíngue,Mais Pampulha,2024-10-17,2024-10-19,Matrícula nova,"57,00%",21.62,2
